,Datetime,Tweet Id,Text,Location
0,2020-05-09 20:17:06,1259215842237177858,https://t.co/8tXzxXrQl2,"Washington, DC"
1,2020-05-09 20:16:15,1259215629120389121,https://t.co/Y5YUHHSOGa,"Washington, DC"
2,2020-05-09 20:15:52,1259215531153993729,https://t.co/5YNQ2A6GMg,"Washington, DC"
3,2020-05-09 19:14:37,1259200118714183680,"Governor @GavinNewsom of California won’t let restaurants, beaches and stores open, but he installs a voting booth… https://t.co/Pi5NbiC0n8","Washington, DC"
4,2020-05-09 19:06:38,1259198107029508096,"Starting early next week, at my order, the USA will be purchasing, from our Farmers, Ranchers &amp; Specialty Crop Grow… https://t.co/mFbnQf1MKD","Washington, DC"
5,2020-05-09 18:51:12,1259194224555298816,"Why is it that all of the political pundits &amp; consultants that I beat so easily &amp; badly, people that charged their… https://t.co/GAmQPyAftK","Washington, DC"
6,2020-05-09 18:11:37,1259184263519522816,"RT @madisongesiotto: Gallup: Trump surges to approval high, best ever OK from independents 👍🏽🇺🇸","Washington, DC"
7,2020-05-09 18:09:38,1259183765512957954,RT @kimguilfoyle: Shifty Schiff is quickly turning into Anxious Adam cause he knows he has been caught peddling the biggest sham in America…,"Washington, DC"
8,2020-05-09 18:07:49,1259183305301340163,...And many more! https://t.co/KgORqck2vh,"Washington, DC"
9,2020-05-09 17:59:50,1259181297274142720,RT @PitchingNinja: I still have no idea how Tony Gwynn hits this Big Unit 1-2 slider for a double. https://t.co/7hhgQbSR9a,"Washington, DC"
10,2020-05-09 17:59:45,1259181275962843136,RT @FieldYates: Tony Gwynn played for 20 years and struck out three times in a game... once. Incredible.,"Washington, DC"
11,2020-05-09 17:58:45,1259181026972258305,"RT @MLBONFOX: Tony Gwynn would have turned 60 years old today. Mr. Padre had a legendary career:

🔹First Ballot Hall of Fame Inductee
🔹8× N…","Washington, DC"
12,2020-05-09 17:58:35,1259180982793625603,"RT @BaseballQuotes1: Ted Williams and Tony Gwynn talk about reading pitchers, and getting a good pitch to hit

 https://t.co/Q8x21MI8eI","Washington, DC"
13,2020-05-09 16:28:44,1259158370390544384,https://t.co/66006PDuKf,"Washington, DC"
14,2020-05-09 16:17:48,1259155620713975810,CA25 is a Rigged Election. Trying to steal it from @MikeGarcia2020.  @GavinNewsom must act now!,"Washington, DC"
15,2020-05-09 16:09:01,1259153410756153350,TRANSITION TO GREATNESS!,"Washington, DC"
16,2020-05-09 15:53:39,1259149543448420352,RT @MikeGarcia2020: 1/@ChristyforCA25 and her liberal Dem allies didn’t say anything for weeks even though the polling places were in full…,"Washington, DC"
17,2020-05-09 15:53:36,1259149530240598016,RT @MikeGarcia2020: 2/The right to vote is sacred and something I fought to protect for nearly two decades. But our citizens should also ex…,"Washington, DC"
18,2020-05-09 15:52:49,1259149331761954822,"Mike has my complete &amp; total endorsement. We need him badly in Washington. A great fighter pilot &amp; hero, &amp; a brilli… https://t.co/5ePaGPHCG3","Washington, DC"
19,2020-05-09 15:45:02,1259147372984180736,"So in California, the Democrats, who fought like crazy to get all mail in only ballots, and succeeded, have just op… https://t.co/LE9SVxqCWm","Washington, DC"
20,2020-05-09 15:32:51,1259144309657518082,"RT @BillyGraham: ""Life is hard—but God is good, and Heaven is real.” #BillyGraham","Washington, DC"
21,2020-05-09 15:32:33,1259144231983230976,RT @GenFlynn: My grandson Travis...“and JUSTICE for ALL” ⚖️❤️🙏🇺🇸 https://t.co/IuOGugjOC3,"Washington, DC"
22,2020-05-08 23:01:21,1258894788893577216,"RT @FLOTUS: In honor of #VEDay75, @POTUS and I joined some of our nations heros at the World War II Memorial to lay a wreath in commemorati…","Washington, DC"
23,2020-05-08 21:50:40,1258876999461933058,"Vote @MikeGarcia2020 by May 12th! His opponent @ChristyforCA25 voted to fire teachers, and cut their salaries while… https://t.co/Pb2AXJFDta","Washington, DC"
24,2020-05-08 21:50:15,1258876897519419394,"....He is Strong on Crime, the Border, and Second Amendment. Tom has deep roots in Wisconsin, is a big Tax Cutter,… https://t.co/HLuYM7KTxs","Washington, DC"
25,2020-05-08 21:50:15,1258876896542101504,Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congr… https://t.co/nrE0ZwK0rM,"Washington, DC"
26,2020-05-08 20:18:00,1258853681405079552,https://t.co/OtqyujwA1X,"Washington, DC"
27,2020-05-08 20:15:43,1258853107573891075,https://t.co/ykwoWfQfCf,"Washington, DC"
28,2020-05-08 17:02:39,1258804519816826883,https://t.co/HmWa7WXZQr,"Washington, DC"
29,2020-05-08 16:58:27,1258803460394360833,....must read for anybody looking for U.S. Security and Protection. Go get it now and make Tom a Top Best Seller — he deserves it!,"Washington, DC"
